CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.238219,5,4.19,0,0.74,7.18,29.62,5.098,9,445,17.6,265.52,12.8,21.2
0.578956,6.75,8.57,1,0.62,7.18,32.21,4.8235,2,422,16.7,321.29,37.5,26.6
0.2950085,0,4.92,0,0.74,7.616,36.65,5.098,6,652,15.2,319.6,15.27,22.4
0.5221665,3.5,8.57,1,0.62,8.052,27.77,5.098,8,540,17.3,272.28,17.74,18.8
0.6357455,7.5,4.19,1,0.62,7.18,32.58,4.8235,4,646,17,262.14,30.09,17.6
0.806114,4.75,4.92,1,0.86,6.744,38.5,4.8235,9,507,18.2,324.67,35.03,19.4
0.465377,7,4.92,0,0.74,7.616,32.21,5.098,1,393,18.2,280.73,20.21,18.2
0.4085875,7.5,5.65,1,0.86,6.308,34.06,4.8235,9,569,18.8,314.53,35.03,24.8
0.8629035,6.5,4.19,0,0.86,6.308,29.99,4.8235,4,343,15.5,272.28,22.68,28.4
0.465377,7.25,7.84,1,0.62,6.744,38.5,4.549,2,364,14.6,314.53,42.44,25.4
0.8629035,0,4.92,1,0.86,7.616,26.29,4.8235,6,598,14.9,311.15,32.56,21.2
0.1814295,2,4.92,0,0.74,6.308,22.22,4.8235,5,417,15.5,268.9,42.44,17.6
0.238219,2,7.11,1,0.86,6.744,25.92,5.098,1,341,17.3,265.52,32.56,27.2
0.806114,2.5,4.92,0,0.74,8.052,30.73,4.8235,6,411,18.5,306.08,32.56,26.6
0.5221665,3.75,2.73,0,0.86,6.744,32.95,4.549,7,329,14.6,316.22,30.09,21.2
0.2950085,7.5,9.3,1,0.62,6.744,36.65,5.098,3,315,14.6,324.67,35.03,16.4
0.5221665,5.5,4.19,1,0.86,7.18,31.1,5.098,6,465,19.7,321.29,27.62,21.2
0.351798,4,4.19,1,0.86,7.616,35.91,5.098,9,567,14.6,290.87,10.33,26
0.465377,5.75,7.11,1,0.62,7.18,30.73,4.8235,8,376,17.6,297.63,30.09,26
0.465377,2.75,4.19,1,0.74,8.052,28.88,4.8235,1,577,17,324.67,22.68,19.4
0.7493245,2.25,4.19,1,0.74,6.744,37.39,5.098,3,547,14.6,304.39,25.15,16.4
0.578956,4,8.57,1,0.86,6.308,26.66,4.8235,7,546,15.8,260.45,15.27,19.4
0.238219,0.75,7.84,1,0.62,6.744,35.91,5.098,6,609,18.2,263.83,17.74,28.4
0.351798,6.5,2.73,0,0.74,8.052,21.85,5.098,3,365,14.6,287.49,27.62,26.6
0.919693,7.25,4.19,0,0.62,7.616,36.28,5.098,9,318,16.4,314.53,35.03,17
0.5221665,7,9.3,0,0.62,8.052,22.22,4.549,2,357,16.7,273.97,17.74,20
0.6357455,7.25,4.19,0,0.86,6.744,35.91,4.8235,6,532,16.7,299.32,37.5,19.4
0.351798,5,4.92,1,0.74,7.18,21.85,4.549,7,416,14.3,319.6,17.74,27.2
0.4085875,3.75,6.38,0,0.86,7.18,27.4,4.8235,8,346,15.2,282.42,7.86,17.6
0.5221665,6.25,4.92,1,0.74,6.744,32.21,4.8235,5,313,19.7,273.97,44.91,16.4
0.692535,4.25,7.84,0,0.74,7.616,37.02,4.8235,6,349,19.1,265.52,10.33,17
0.2950085,2.5,8.57,1,0.74,8.052,35.54,4.8235,2,394,18.2,285.8,27.62,29
0.6357455,6.75,4.92,1,0.86,7.616,38.13,4.8235,7,316,14.3,260.45,15.27,21.8
0.692535,7,8.57,0,0.62,6.744,38.13,5.098,6,489,14.3,280.73,10.33,28.4
0.2950085,0,6.38,1,0.74,6.744,32.21,4.8235,4,607,18.8,282.42,39.97,23
0.4085875,1.25,8.57,1,0.86,7.616,31.47,4.549,7,381,16.1,299.32,20.21,21.2
0.1814295,0,7.84,0,0.74,6.308,29.62,4.8235,3,386,17.9,317.91,35.03,18.2
0.919693,0.75,2.73,0,0.74,7.616,35.54,4.549,7,440,14.9,304.39,44.91,21.8
0.351798,0.75,3.46,1,0.62,7.18,24.44,4.8235,3,273,17.6,314.53,12.8,23
0.8629035,3.25,9.3,0,0.86,6.744,31.84,4.549,3,453,14.3,287.49,25.15,25.4
0.692535,3.75,7.11,1,0.86,7.616,22.59,4.8235,2,595,18.5,312.84,32.56,23.6
0.12464,2.5,4.92,0,0.74,6.308,32.95,4.8235,3,432,18.8,262.14,39.97,26
0.1814295,1.75,4.19,1,0.74,6.744,26.66,5.098,9,643,19.1,258.76,22.68,17.6
0.2950085,2,2.73,1,0.62,6.308,28.14,4.8235,4,295,15.2,312.84,39.97,21.2
0.351798,1,6.38,0,0.62,6.308,25.55,5.098,8,475,14.6,258.76,27.62,20.6
0.12464,4.5,4.19,1,0.86,8.052,38.13,4.8235,9,486,18.2,290.87,30.09,16.4
0.692535,1.25,7.84,1,0.86,6.308,27.77,4.549,2,639,17.9,289.18,30.09,24.8
0.919693,3,7.11,0,0.86,6.744,29.25,4.8235,3,626,16.1,309.46,42.44,24.8
0.238219,6.5,4.92,0,0.62,8.052,22.59,5.098,9,423,14.3,316.22,22.68,17
0.919693,2.75,9.3,0,0.62,7.616,31.1,4.549,9,420,15.5,279.04,12.8,16.4
0.2950085,2,8.57,0,0.74,6.744,38.13,4.549,2,644,14.6,272.28,25.15,26.6
0.6357455,3.75,7.84,1,0.86,7.616,36.28,5.098,1,382,19.7,322.98,39.97,24.2
0.578956,3.75,4.92,1,0.86,6.308,38.5,4.549,6,302,14.9,280.73,42.44,17
0.351798,0,6.38,0,0.86,8.052,34.06,4.549,2,437,16.7,307.77,39.97,27.8
0.465377,4.25,7.11,0,0.86,8.052,38.13,5.098,4,385,14.3,319.6,15.27,20
0.8629035,6.5,7.84,0,0.74,7.18,33.32,4.549,7,294,14.9,260.45,20.21,18.2
0.1814295,2.5,7.84,1,0.62,7.616,27.4,4.8235,3,535,19.1,263.83,25.15,23.6
0.806114,7,6.38,1,0.74,7.18,23.7,4.549,8,464,14.9,292.56,42.44,26.6
0.8629035,4,4.92,1,0.62,7.616,25.92,4.8235,6,568,14.3,267.21,42.44,28.4
0.4085875,6.75,7.84,1,0.74,7.616,36.28,4.549,7,574,19.7,302.7,20.21,18.2
0.8629035,4.5,2.73,0,0.86,8.052,28.14,5.098,7,277,18.2,285.8,37.5,20
0.5221665,6,4.19,1,0.74,6.744,36.28,4.8235,9,325,14.3,257.07,32.56,28.4
0.2950085,4.75,3.46,0,0.74,8.052,37.39,4.549,8,517,17.3,267.21,25.15,24.8
0.8629035,6.25,4.92,1,0.86,7.18,35.17,4.8235,5,655,16.7,312.84,10.33,29
0.238219,1.5,3.46,1,0.86,6.308,29.99,5.098,3,563,15.8,307.77,27.62,26.6
0.578956,4.25,7.84,0,0.62,8.052,25.18,4.8235,9,469,17,306.08,39.97,25.4
0.2950085,2.25,6.38,0,0.62,6.308,21.85,4.8235,1,468,19.4,301.01,7.86,23.6
0.6357455,2.25,4.19,0,0.74,7.616,32.58,4.8235,3,625,14.9,297.63,32.56,18.2
0.7493245,5.75,9.3,0,0.62,8.052,25.92,4.549,5,373,18.2,295.94,7.86,20
0.4085875,2.25,7.84,0,0.86,6.308,29.25,4.549,4,340,17.6,297.63,32.56,28.4
0.1814295,3.75,2.73,0,0.86,6.308,23.33,4.549,6,412,14.6,267.21,25.15,27.2
0.12464,5.75,9.3,0,0.74,6.308,25.92,4.549,9,309,14.9,304.39,15.27,23
0.12464,4.75,4.19,0,0.74,7.616,27.03,5.098,8,362,15.8,272.28,25.15,24.8
0.12464,2.25,2.73,1,0.62,8.052,31.1,4.8235,4,356,19.7,272.28,17.74,27.8
0.806114,0.5,9.3,0,0.86,7.616,23.7,4.549,9,524,14.6,307.77,12.8,20
0.1814295,6,2.73,0,0.74,7.18,25.18,4.549,5,376,18.2,260.45,17.74,17
0.919693,7.25,2.73,1,0.62,8.052,26.66,5.098,1,296,14.9,268.9,37.5,16.4
0.6357455,6.5,5.65,1,0.74,6.308,37.39,4.8235,6,417,16.7,312.84,30.09,26
0.465377,1.5,3.46,1,0.74,7.616,24.07,4.8235,1,356,18.8,304.39,37.5,24.2
0.6357455,7.5,6.38,1,0.62,7.18,27.4,4.549,7,538,19.7,316.22,17.74,27.8
0.806114,6.5,2.73,1,0.62,7.616,27.4,4.8235,5,618,19.4,277.35,10.33,29
0.578956,6.75,4.19,1,0.62,6.744,31.1,5.098,7,657,18.2,306.08,25.15,23
0.8629035,6,4.92,1,0.86,6.744,27.03,4.8235,8,294,17.6,273.97,35.03,18.8
0.351798,2,3.46,0,0.62,6.308,29.25,4.8235,8,318,17.9,289.18,7.86,20
0.7493245,3.5,6.38,1,0.86,7.616,30.36,4.8235,7,586,17,306.08,15.27,17
0.692535,1.75,5.65,1,0.62,6.308,25.18,5.098,7,458,14.3,275.66,12.8,18.8
0.1814295,2.75,4.19,1,0.62,6.744,25.92,5.098,8,464,19.7,316.22,12.8,21.8
0.12464,6.25,4.19,1,0.86,6.308,24.44,5.098,6,304,17,267.21,27.62,18.2
0.12464,6.5,7.11,1,0.86,6.744,33.32,4.549,5,645,14.6,262.14,30.09,24.2
0.692535,4.25,7.84,1,0.86,7.616,34.43,4.549,9,447,16.1,287.49,30.09,16.4
0.12464,6,2.73,0,0.86,7.18,35.17,4.8235,8,343,18.5,289.18,30.09,24.8
0.578956,1.75,7.11,0,0.74,6.308,31.1,5.098,1,551,16.1,314.53,37.5,25.4
0.1814295,3.25,7.84,1,0.74,6.744,30.73,5.098,9,597,15.5,284.11,39.97,24.8
0.1814295,2.75,4.92,0,0.62,7.616,28.51,5.098,5,602,14.6,294.25,12.8,21.2
0.8629035,4.75,7.84,1,0.86,8.052,30.36,5.098,7,451,17,309.46,7.86,23.6
0.919693,4.25,3.46,1,0.86,6.744,25.55,4.8235,9,573,18.2,316.22,39.97,17
0.8629035,7.25,8.57,0,0.62,7.616,36.28,4.8235,8,336,14.6,301.01,32.56,25.4
0.1814295,2.5,8.57,0,0.74,7.18,29.62,4.8235,7,598,19.7,262.14,15.27,22.4
0.578956,2,4.92,0,0.62,6.744,32.21,5.098,8,538,15.5,301.01,17.74,16.4
0.238219,1.5,4.92,1,0.62,8.052,38.5,5.098,3,509,19.4,262.14,15.27,18.2
0.351798,5.25,9.3,1,0.74,7.616,37.02,5.098,3,416,16.7,258.76,30.09,18.8
0.806114,7,9.3,1,0.62,6.744,26.66,4.549,7,584,14.6,301.01,17.74,24.8
0.578956,6.75,7.84,1,0.74,8.052,25.55,4.8235,1,468,14.6,270.59,44.91,26
0.5221665,5.75,7.84,1,0.62,6.744,35.54,4.8235,4,531,18.8,280.73,39.97,27.2
0.7493245,1.25,7.84,0,0.74,7.18,38.13,4.8235,1,485,17,272.28,10.33,17
0.2950085,6.25,7.11,1,0.62,8.052,36.28,5.098,4,337,14.3,295.94,15.27,20
0.465377,1.25,8.57,0,0.86,8.052,37.39,5.098,8,298,15.2,277.35,10.33,17.6
0.578956,3.75,6.38,1,0.74,7.18,22.22,5.098,5,652,19.1,314.53,39.97,20
0.578956,5.5,3.46,1,0.86,6.744,25.92,4.549,8,561,15.8,279.04,15.27,20
0.578956,5.75,6.38,1,0.62,6.308,23.33,4.8235,6,413,18.8,290.87,10.33,20.6
0.351798,4.25,6.38,1,0.62,7.18,28.14,4.8235,2,543,17.3,297.63,15.27,17
0.5221665,0.25,4.19,0,0.86,7.18,30.36,4.8235,2,514,17.6,284.11,25.15,22.4
0.6357455,1.75,7.84,1,0.86,7.616,24.44,5.098,2,293,14.3,257.07,10.33,16.4
0.692535,5.25,5.65,1,0.62,7.18,37.02,5.098,4,658,16.7,319.6,20.21,23
0.1814295,2.25,8.57,0,0.86,7.616,22.96,4.549,8,549,14.3,304.39,32.56,27.2
0.6357455,5.5,6.38,1,0.86,6.308,31.1,4.8235,4,581,14.9,306.08,17.74,23
0.4085875,3.75,7.84,0,0.74,7.18,34.06,4.549,4,541,18.8,306.08,42.44,18.8
0.578956,2.25,5.65,1,0.86,8.052,28.88,4.8235,1,455,17.6,294.25,15.27,24.2
0.8629035,3.25,7.84,0,0.62,7.616,25.55,5.098,9,648,18.5,324.67,20.21,20
0.692535,4.75,3.46,0,0.86,8.052,38.5,4.549,5,556,14.3,258.76,35.03,25.4
0.692535,6,2.73,0,0.62,8.052,25.55,4.8235,1,621,14.6,260.45,15.27,26
0.2950085,5.25,6.38,1,0.62,8.052,22.59,4.8235,1,336,16.7,292.56,39.97,20.6
0.4085875,4.25,7.11,0,0.62,6.308,23.7,5.098,6,300,14.3,304.39,44.91,21.2
0.692535,5.75,7.11,0,0.62,8.052,34.06,4.549,7,568,18.8,287.49,10.33,27.8
0.12464,6,8.57,1,0.62,8.052,26.29,4.8235,1,463,19.7,321.29,37.5,24.8
0.919693,7.25,8.57,0,0.86,6.308,35.91,5.098,1,482,15.5,292.56,35.03,24.2
0.692535,7,2.73,1,0.74,7.18,32.58,4.8235,8,364,16.7,273.97,15.27,25.4
0.692535,1.5,6.38,1,0.86,6.308,31.47,4.549,5,515,15.2,299.32,35.03,29
0.1814295,3.25,8.57,1,0.74,8.052,34.8,4.549,3,539,17,275.66,25.15,27.8
0.4085875,1.75,5.65,0,0.74,8.052,31.47,4.8235,8,650,16.1,306.08,10.33,29
0.7493245,1.25,9.3,1,0.62,7.616,35.17,4.549,3,556,18.8,294.25,32.56,18.2
0.578956,0.25,6.38,0,0.74,7.18,33.32,4.8235,1,310,18.2,277.35,35.03,22.4
0.238219,7.5,2.73,1,0.62,6.308,34.06,4.8235,6,595,17.9,280.73,42.44,21.2
0.7493245,1.75,4.19,1,0.74,7.18,33.32,4.8235,2,349,15.5,263.83,22.68,26
0.238219,2.5,3.46,1,0.86,6.308,27.77,4.549,2,440,15.5,265.52,42.44,23.6
0.806114,3.5,7.84,0,0.74,7.18,35.17,4.8235,5,423,15.8,282.42,35.03,21.8
0.351798,2.25,3.46,0,0.86,6.744,38.5,4.549,7,341,14.3,280.73,39.97,20.6
0.12464,5.75,3.46,0,0.74,8.052,22.22,5.098,7,497,15.2,292.56,42.44,27.8
0.238219,7,2.73,0,0.62,6.308,23.33,4.549,9,546,18.5,304.39,35.03,19.4
0.806114,0.5,3.46,1,0.74,7.18,29.62,4.8235,6,403,18.8,295.94,20.21,23.6
0.578956,5.25,2.73,1,0.62,7.616,28.88,4.8235,8,308,19.7,257.07,44.91,18.8
0.7493245,5.75,4.19,1,0.86,7.18,25.92,5.098,2,464,16.7,287.49,22.68,27.8
0.7493245,1.5,4.19,0,0.86,6.744,33.32,4.549,6,610,17,275.66,35.03,17
0.465377,5.25,4.19,0,0.74,6.744,38.5,4.8235,6,664,16.7,302.7,27.62,23
0.465377,1,8.57,0,0.62,6.744,26.66,4.549,1,462,15.8,319.6,44.91,25.4
0.465377,0.75,5.65,1,0.86,7.616,36.65,5.098,1,321,16.1,267.21,35.03,23.6
0.7493245,2.5,7.84,0,0.62,6.744,31.84,4.549,6,404,18.5,304.39,39.97,28.4
0.12464,6.75,6.38,1,0.62,8.052,32.21,4.8235,7,515,14.6,309.46,12.8,27.2
0.8629035,3.5,9.3,0,0.74,7.616,29.62,5.098,9,464,15.2,301.01,32.56,24.8
0.806114,2,2.73,0,0.86,6.744,29.25,4.8235,4,561,19.4,299.32,42.44,23.6
0.238219,2.25,4.19,1,0.62,6.308,29.25,5.098,2,653,19.4,297.63,30.09,25.4
0.12464,6.75,8.57,0,0.74,6.308,24.44,5.098,6,547,16.4,302.7,20.21,19.4
0.351798,4.75,9.3,1,0.86,7.18,27.4,4.8235,1,321,19.1,292.56,35.03,17
0.465377,7.5,8.57,0,0.62,6.308,23.33,5.098,9,455,16.4,260.45,7.86,17.6
0.12464,4.5,4.19,0,0.86,8.052,32.95,5.098,7,359,15.2,301.01,15.27,26.6
0.8629035,2.5,9.3,0,0.74,8.052,29.99,4.8235,2,555,16.7,304.39,37.5,24.2
0.351798,6.25,9.3,1,0.62,6.308,38.5,5.098,9,331,14.6,273.97,17.74,28.4
0.578956,5,7.11,0,0.86,8.052,37.02,5.098,5,500,16.1,319.6,42.44,26.6
0.238219,1.25,2.73,0,0.86,7.18,32.95,4.8235,1,577,17.6,287.49,27.62,24.2
0.692535,5,4.92,0,0.86,7.616,32.95,4.549,4,582,14.6,294.25,12.8,20
0.8629035,1,6.38,1,0.74,6.744,31.84,5.098,6,357,16.7,316.22,15.27,26
0.2950085,1.75,8.57,0,0.62,6.308,25.92,5.098,5,361,17,262.14,7.86,23
0.692535,1,4.19,0,0.86,7.18,34.8,4.549,1,277,19.1,273.97,30.09,20
0.5221665,4.75,3.46,0,0.74,7.18,30.36,5.098,5,634,16.4,321.29,20.21,16.4
0.351798,6.25,8.57,0,0.74,7.616,32.95,5.098,7,429,18.8,309.46,12.8,26.6
0.238219,6,3.46,0,0.74,8.052,28.51,4.549,3,476,14.6,301.01,15.27,17
0.2950085,6.75,2.73,0,0.86,6.744,33.32,4.8235,5,374,18.8,280.73,42.44,20.6
0.692535,2.5,8.57,0,0.62,6.744,28.88,4.8235,3,562,19.7,267.21,15.27,17.6
0.351798,7.25,8.57,1,0.74,6.744,32.21,4.8235,7,586,18.8,297.63,30.09,17.6
0.919693,5.5,5.65,1,0.86,7.616,28.88,4.549,5,461,18.8,322.98,17.74,20
0.6357455,0,7.11,1,0.74,6.308,38.13,5.098,4,433,17,311.15,30.09,27.2
0.919693,6,7.84,0,0.62,7.18,32.95,4.8235,2,382,15.2,299.32,22.68,26.6
0.5221665,7.5,5.65,0,0.62,7.18,27.4,4.549,7,565,14.6,324.67,44.91,21.8
0.2950085,3.75,2.73,0,0.86,6.744,35.54,4.549,1,531,17.6,258.76,15.27,25.4
0.6357455,7,3.46,0,0.74,7.616,36.65,5.098,3,305,15.8,317.91,22.68,25.4
0.6357455,4.75,9.3,0,0.74,8.052,23.7,4.8235,9,463,19.7,280.73,30.09,21.2
0.6357455,2.25,4.19,0,0.74,8.052,25.55,5.098,9,660,15.2,304.39,39.97,27.8
0.8629035,5.25,2.73,0,0.62,8.052,32.58,5.098,9,442,14.9,289.18,39.97,23.6
0.692535,5.5,8.57,0,0.62,6.744,31.84,4.8235,2,568,15.2,280.73,25.15,24.2
0.2950085,5.75,5.65,0,0.62,6.744,28.51,4.8235,9,478,15.2,268.9,37.5,21.2
0.351798,6.5,3.46,0,0.86,6.308,32.21,5.098,8,552,17.9,317.91,44.91,23
0.6357455,6,3.46,1,0.62,6.744,28.51,4.549,6,523,16.7,268.9,12.8,21.2
0.5221665,1.75,2.73,0,0.62,8.052,36.28,5.098,5,572,18.5,267.21,22.68,28.4
0.6357455,2.5,7.11,1,0.86,8.052,26.29,4.8235,8,402,18.8,273.97,44.91,20.6
0.8629035,5.25,8.57,0,0.62,8.052,23.33,4.8235,9,417,17.6,301.01,12.8,20
0.1814295,1.25,2.73,1,0.62,6.308,32.21,4.8235,7,376,16.7,301.01,35.03,24.8
0.5221665,3.5,2.73,0,0.62,6.744,21.85,4.8235,5,395,17,321.29,22.68,23
0.238219,6.5,5.65,1,0.86,6.308,23.7,5.098,4,611,17.3,277.35,25.15,18.8
0.8629035,4,4.92,1,0.74,6.744,22.59,4.549,8,325,19.1,309.46,27.62,29
0.4085875,3,4.92,1,0.86,7.616,32.58,5.098,2,506,19.7,297.63,15.27,20
0.12464,2.75,5.65,0,0.74,6.308,36.65,4.8235,7,587,16.7,262.14,25.15,23.6
0.7493245,4.75,5.65,0,0.86,7.18,27.4,4.8235,4,469,16.7,324.67,25.15,23
0.7493245,0.5,7.11,0,0.74,8.052,27.4,5.098,3,454,15.2,260.45,32.56,23
0.5221665,5.25,8.57,0,0.86,8.052,38.13,4.8235,2,437,17.9,292.56,32.56,17.6
0.578956,3.25,4.92,0,0.62,7.18,26.66,4.549,5,448,18.5,287.49,32.56,20.6
0.6357455,0.25,2.73,0,0.74,8.052,23.33,4.8235,5,477,14.3,270.59,10.33,22.4
0.8629035,2.5,8.57,1,0.74,7.18,28.88,5.098,6,329,17.9,289.18,22.68,27.2
0.806114,6,4.19,0,0.86,7.616,29.25,5.098,2,468,18.2,302.7,20.21,26
0.7493245,4.75,5.65,0,0.74,8.052,36.28,4.8235,7,305,16.4,258.76,44.91,24.2
0.6357455,6.75,7.11,1,0.86,6.308,27.4,4.8235,2,323,15.5,301.01,7.86,18.2
0.6357455,5.25,8.57,1,0.62,7.616,32.21,5.098,8,493,18.8,290.87,20.21,16.4
0.2950085,6,6.38,1,0.74,6.744,37.02,5.098,2,530,17.9,312.84,39.97,17.6
0.5221665,4.25,4.92,0,0.86,8.052,28.88,5.098,2,517,18.8,297.63,35.03,21.8
0.12464,3.25,6.38,0,0.62,8.052,22.96,5.098,2,367,14.6,280.73,7.86,21.8
0.465377,7.5,3.46,1,0.74,7.18,25.55,5.098,7,580,15.2,314.53,44.91,26
0.6357455,5.75,2.73,0,0.74,6.308,26.29,5.098,1,345,19.4,284.11,35.03,16.4
0.692535,1.25,4.19,0,0.86,7.616,33.69,5.098,8,639,15.2,279.04,42.44,24.8
0.465377,6.25,4.19,1,0.74,7.616,22.22,4.549,8,367,18.2,270.59,7.86,26
0.465377,3,3.46,0,0.62,7.18,29.99,4.549,9,557,17,270.59,7.86,20
0.806114,3.75,6.38,0,0.86,6.744,36.28,4.549,3,314,19.4,306.08,17.74,24.2
0.5221665,2.75,7.84,1,0.74,7.18,34.8,5.098,8,498,18.5,317.91,42.44,20
0.1814295,6.25,5.65,0,0.86,8.052,27.4,4.549,1,423,17.6,294.25,10.33,27.8
0.5221665,4.75,4.92,0,0.62,7.18,27.77,4.549,4,551,18.8,294.25,32.56,20.6
0.1814295,4.25,4.19,1,0.86,6.308,26.66,4.8235,6,657,18.8,299.32,7.86,24.2
0.806114,5.25,7.11,0,0.62,6.744,30.73,4.549,2,402,15.5,309.46,32.56,17.6
0.465377,7,9.3,0,0.62,6.308,23.7,4.8235,7,528,18.5,306.08,35.03,19.4
0.4085875,7.25,2.73,0,0.86,6.308,25.55,4.8235,7,666,19.7,268.9,32.56,22.4
0.7493245,4.75,3.46,1,0.74,7.616,23.33,5.098,3,406,14.9,263.83,7.86,20
0.8629035,0.5,4.19,0,0.62,6.308,35.54,4.8235,3,283,17.3,299.32,10.33,18.2
0.806114,1.25,3.46,1,0.74,7.616,34.06,5.098,7,598,17,295.94,10.33,21.2
0.465377,2.25,4.92,0,0.62,7.616,24.07,5.098,8,337,17.9,290.87,30.09,26
0.7493245,4,7.11,1,0.74,6.744,35.17,5.098,3,499,19.4,317.91,32.56,20
0.692535,0.75,9.3,1,0.62,7.18,25.92,4.549,9,631,17.9,289.18,39.97,23
0.8629035,3,9.3,1,0.74,6.308,31.84,5.098,3,574,15.8,260.45,35.03,23
0.2950085,1.75,8.57,0,0.74,6.744,33.32,5.098,1,373,16.1,260.45,42.44,27.2
0.919693,4.5,4.19,0,0.86,8.052,31.84,4.8235,6,427,17.6,273.97,7.86,25.4
0.5221665,0.5,2.73,1,0.86,6.744,37.02,4.8235,3,400,14.6,322.98,30.09,29
0.351798,3,6.38,0,0.62,8.052,37.76,5.098,3,313,18.2,273.97,30.09,21.8
0.465377,6,3.46,0,0.62,8.052,22.59,4.549,4,341,17.6,312.84,20.21,21.2
0.578956,3,5.65,0,0.62,6.744,27.77,4.549,1,546,15.8,311.15,20.21,23.6
0.5221665,3.75,6.38,1,0.74,8.052,24.07,4.549,4,634,17.6,312.84,10.33,18.8
0.465377,7.25,8.57,0,0.62,7.616,31.84,4.8235,2,360,14.9,263.83,7.86,22.4
0.12464,4,7.84,1,0.74,7.18,32.58,5.098,1,595,14.3,317.91,44.91,18.2
0.351798,6.75,3.46,0,0.74,7.616,25.92,4.549,2,561,14.3,282.42,12.8,25.4
0.4085875,6.25,4.19,1,0.86,6.308,37.76,5.098,7,554,15.5,275.66,17.74,18.2
0.692535,5,4.92,0,0.74,7.616,21.85,4.549,4,408,17,319.6,17.74,18.2
0.806114,6.75,4.92,0,0.86,6.308,25.55,4.8235,1,530,14.6,289.18,25.15,27.2
0.6357455,5.75,8.57,0,0.74,8.052,25.18,4.8235,3,449,14.6,316.22,12.8,26
0.6357455,6,2.73,1,0.86,8.052,34.8,4.8235,7,349,17.9,304.39,12.8,18.2
0.4085875,5.5,7.11,1,0.74,6.744,34.8,4.8235,4,334,16.1,299.32,44.91,21.2
0.7493245,4.25,3.46,0,0.74,7.18,25.92,4.8235,3,528,17.6,258.76,39.97,16.4
0.5221665,4.75,6.38,0,0.74,6.308,35.91,5.098,8,369,14.3,287.49,22.68,20.6
0.919693,4.25,5.65,1,0.74,6.308,32.21,4.8235,9,472,17.3,319.6,20.21,20.6
0.238219,6.25,9.3,1,0.62,7.616,36.65,4.8235,6,282,14.6,311.15,35.03,27.8
0.919693,3,6.38,0,0.62,6.744,29.62,4.549,6,321,14.9,277.35,12.8,26.6
0.7493245,7.25,3.46,1,0.74,6.744,38.5,4.549,8,435,18.5,285.8,27.62,27.2
0.5221665,2.5,7.11,1,0.74,6.744,34.8,4.549,9,385,17.9,285.8,30.09,20
0.4085875,6.25,9.3,1,0.62,8.052,29.99,4.8235,6,298,15.5,265.52,44.91,18.8
0.351798,5.5,9.3,0,0.74,7.18,35.17,4.549,3,306,16.4,272.28,10.33,21.2
0.2950085,0.5,8.57,0,0.86,7.18,26.29,4.549,2,353,14.9,292.56,7.86,27.2
0.12464,0.25,2.73,1,0.62,7.616,24.81,4.8235,5,474,17.6,260.45,15.27,17.6
0.6357455,0.75,7.84,1,0.62,8.052,31.1,4.549,5,495,15.2,282.42,12.8,23
0.5221665,1.25,8.57,0,0.62,8.052,33.69,4.8235,9,381,16.4,322.98,12.8,23
0.238219,1.75,4.19,0,0.86,6.744,31.47,4.549,8,583,17.3,257.07,17.74,29
0.8629035,6.75,7.84,0,0.62,7.18,22.96,4.549,9,528,16.7,263.83,7.86,18.8
0.2950085,6.5,3.46,0,0.86,7.616,25.92,4.8235,8,318,14.3,316.22,37.5,21.8
0.919693,4.25,7.11,0,0.74,6.744,30.73,5.098,4,313,14.9,309.46,15.27,27.8
0.465377,4.25,3.46,0,0.86,6.744,35.17,5.098,1,339,18.5,292.56,10.33,27.2
0.578956,3.5,9.3,0,0.74,7.616,26.29,4.549,9,435,15.8,258.76,39.97,22.4
0.5221665,3.5,9.3,1,0.62,6.308,37.76,4.549,5,380,15.5,267.21,20.21,25.4
0.919693,0.25,4.92,1,0.62,6.744,35.91,4.549,8,507,14.6,301.01,12.8,29
0.351798,0,3.46,1,0.74,6.308,34.8,5.098,1,467,19.4,306.08,42.44,29
0.12464,3.75,6.38,1,0.86,6.308,22.96,4.8235,6,660,17.6,268.9,7.86,27.2
0.7493245,6.5,5.65,0,0.74,7.18,30.73,4.549,2,556,16.1,284.11,32.56,17.6
0.2950085,4,4.19,0,0.86,7.18,27.77,5.098,4,275,14.9,272.28,30.09,20.6
0.806114,5.25,2.73,0,0.62,8.052,32.21,5.098,9,478,16.4,284.11,7.86,19.4
0.238219,3.25,7.11,1,0.62,6.744,30.36,5.098,9,441,17.6,275.66,20.21,23.6
0.806114,3.25,5.65,1,0.86,6.308,25.55,4.8235,3,537,16.7,311.15,27.62,26
0.351798,5.25,4.19,1,0.74,7.18,22.22,4.549,4,467,15.8,258.76,7.86,18.2
0.465377,7.25,9.3,0,0.74,6.308,31.84,4.8235,4,623,18.8,292.56,10.33,16.4
0.578956,0.5,7.84,0,0.62,6.744,33.32,5.098,4,576,14.6,302.7,27.62,24.8
0.919693,5.5,2.73,1,0.86,6.308,33.69,5.098,9,299,16.4,317.91,22.68,20.6
0.465377,2,8.57,0,0.74,6.308,34.8,5.098,7,295,18.5,317.91,30.09,26.6
0.806114,4,8.57,1,0.86,6.308,34.43,4.549,5,475,19.4,299.32,7.86,26
